Game,Double Sixes,Winner,Number of Double Sixes
7559,True,Gambler,2
7560,False,House,0
7561,True,Gambler,1
7562,True,Gambler,1
7563,True,Gambler,1
7564,False,House,0
7565,False,House,0
7566,False,House,0
7567,False,House,0
7568,True,Gambler,1
7569,True,Gambler,1
7570,False,House,0
7571,True,Gambler,1
7572,False,House,0
7573,True,Gambler,1
7574,False,House,0
7575,False,House,0
7576,False,House,0
7577,True,Gambler,1
7578,False,House,0
7579,False,House,0
7580,True,Gambler,3
7581,True,Gambler,1
7582,True,Gambler,2
7583,True,Gambler,1
7584,True,Gambler,1
7585,True,Gambler,2
7586,True,Gambler,2
7587,False,House,0
7588,True,Gambler,1
7589,True,Gambler,1
7590,False,House,0
7591,True,Gambler,1
7592,False,House,0
7593,True,Gambler,1
7594,True,Gambler,1
7595,True,Gambler,1
7596,False,House,0
7597,True,Gambler,3
7598,True,Gambler,2
7599,True,Gambler,2
7600,False,House,0
7601,True,Gambler,2
7602,True,Gambler,1
7603,False,House,0
7604,False,House,0
7605,False,House,0
7606,False,House,0
7607,True,Gambler,1
7608,False,House,0
7609,False,House,0
7610,True,Gambler,2
7611,True,Gambler,1
7612,True,Gambler,1
7613,True,Gambler,1
7614,True,Gambler,1
7615,False,House,0
7616,True,Gambler,1
7617,False,House,0
7618,False,House,0
7619,False,House,0
7620,False,House,0
7621,False,House,0
7622,False,House,0
7623,True,Gambler,1
7624,False,House,0
7625,True,Gambler,2
7626,False,House,0
7627,False,House,0
7628,False,House,0
7629,True,Gambler,2
7630,False,House,0
7631,False,House,0
7632,False,House,0
7633,False,House,0
7634,False,House,0
7635,False,House,0
7636,False,House,0
7637,False,House,0
7638,False,House,0
7639,False,House,0
7640,False,House,0
7641,True,Gambler,1
7642,True,Gambler,2
7643,False,House,0
7644,False,House,0
7645,True,Gambler,1
7646,True,Gambler,2
7647,True,Gambler,1
7648,False,House,0
7649,True,Gambler,1
7650,False,House,0
7651,True,Gambler,1
7652,True,Gambler,1
7653,True,Gambler,1
7654,False,House,0
7655,True,Gambler,1
7656,True,Gambler,2
7657,False,House,0
7658,False,House,0
7659,False,House,0
7660,True,Gambler,2
7661,True,Gambler,1
7662,True,Gambler,1
7663,True,Gambler,1
7664,False,House,0
7665,True,Gambler,1
7666,False,House,0
7667,True,Gambler,1
7668,False,House,0
7669,True,Gambler,1
7670,True,Gambler,1
7671,False,House,0
7672,False,House,0
7673,True,Gambler,2
7674,True,Gambler,1
7675,False,House,0
7676,False,House,0
7677,True,Gambler,1
7678,True,Gambler,1
7679,True,Gambler,2
7680,False,House,0
7681,False,House,0
7682,False,House,0
7683,True,Gambler,1
7684,False,House,0
7685,True,Gambler,2
7686,True,Gambler,2
7687,False,House,0
7688,False,House,0
7689,False,House,0
7690,True,Gambler,1
7691,False,House,0
7692,True,Gambler,1
7693,True,Gambler,1
7694,False,House,0
7695,False,House,0
7696,False,House,0
7697,False,House,0
7698,True,Gambler,1
7699,False,House,0
7700,False,House,0
7701,True,Gambler,1
7702,True,Gambler,1
7703,True,Gambler,1
7704,True,Gambler,4
7705,False,House,0
7706,False,House,0
7707,True,Gambler,1
7708,False,House,0
7709,False,House,0
7710,False,House,0
7711,True,Gambler,1
7712,True,Gambler,2
7713,False,House,0
7714,False,House,0
7715,True,Gambler,1
7716,True,Gambler,1
7717,True,Gambler,2
7718,True,Gambler,1
7719,False,House,0
7720,False,House,0
7721,True,Gambler,1
7722,True,Gambler,2
7723,False,House,0
7724,False,House,0
7725,False,House,0
7726,False,House,0
7727,False,House,0
7728,False,House,0
7729,True,Gambler,1
7730,False,House,0
7731,False,House,0
7732,False,House,0
7733,False,House,0
7734,False,House,0
7735,True,Gambler,2
7736,False,House,0
7737,False,House,0
7738,False,House,0
7739,False,House,0
7740,False,House,0
7741,False,House,0
7742,False,House,0
7743,True,Gambler,1
7744,False,House,0
7745,False,House,0
7746,False,House,0
7747,True,Gambler,1
7748,True,Gambler,1
7749,True,Gambler,1
7750,False,House,0
7751,False,House,0
7752,True,Gambler,1
7753,True,Gambler,1
7754,True,Gambler,1
7755,False,House,0
7756,True,Gambler,2
7757,True,Gambler,2
7758,False,House,0
7759,True,Gambler,1
7760,True,Gambler,2
7761,False,House,0
7762,True,Gambler,3
7763,True,Gambler,1
7764,False,House,0
7765,True,Gambler,2
7766,False,House,0
7767,True,Gambler,1
7768,False,House,0
7769,False,House,0
7770,True,Gambler,1
7771,True,Gambler,1
7772,True,Gambler,1
7773,True,Gambler,1
7774,False,House,0
7775,True,Gambler,1
7776,False,House,0
7777,True,Gambler,2
7778,True,Gambler,1
7779,False,House,0
7780,False,House,0
7781,False,House,0
7782,True,Gambler,1
7783,False,House,0
7784,True,Gambler,2
7785,True,Gambler,1
7786,False,House,0
7787,True,Gambler,1
7788,False,House,0
7789,True,Gambler,1
7790,True,Gambler,1
7791,True,Gambler,3
7792,False,House,0
7793,False,House,0
7794,True,Gambler,1
7795,False,House,0
7796,True,Gambler,2
7797,False,House,0
7798,False,House,0
7799,True,Gambler,2
7800,True,Gambler,1
7801,False,House,0
7802,True,Gambler,2
7803,False,House,0
7804,True,Gambler,1
7805,True,Gambler,1
7806,False,House,0
7807,True,Gambler,1
7808,True,Gambler,1
7809,False,House,0
7810,True,Gambler,1
7811,True,Gambler,2
7812,True,Gambler,2
7813,False,House,0
7814,False,House,0
7815,True,Gambler,2
7816,True,Gambler,2
7817,True,Gambler,1
7818,True,Gambler,2
7819,False,House,0
7820,True,Gambler,1
7821,False,House,0
7822,False,House,0
7823,True,Gambler,1
7824,True,Gambler,2
7825,True,Gambler,1
7826,False,House,0
7827,True,Gambler,1
7828,True,Gambler,1
7829,True,Gambler,1
7830,False,House,0
7831,False,House,0
7832,True,Gambler,1
7833,True,Gambler,1
7834,True,Gambler,2
7835,False,House,0
7836,True,Gambler,1
7837,False,House,0
7838,True,Gambler,2
7839,True,Gambler,2
7840,True,Gambler,2
7841,False,House,0
7842,False,House,0
7843,True,Gambler,1
7844,False,House,0
7845,False,House,0
7846,True,Gambler,1
7847,False,House,0
7848,True,Gambler,2
7849,True,Gambler,2
7850,True,Gambler,1
7851,True,Gambler,2
7852,False,House,0
7853,False,House,0
7854,True,Gambler,1
7855,False,House,0
7856,False,House,0
7857,False,House,0
7858,True,Gambler,2
7859,True,Gambler,1
7860,True,Gambler,1
7861,True,Gambler,2
7862,True,Gambler,1
7863,False,House,0
7864,False,House,0
7865,True,Gambler,1
7866,True,Gambler,1
7867,False,House,0
7868,False,House,0
7869,True,Gambler,1
7870,False,House,0
7871,True,Gambler,3
7872,False,House,0
7873,False,House,0
7874,True,Gambler,1
7875,False,House,0
7876,True,Gambler,1
7877,False,House,0
7878,False,House,0
7879,True,Gambler,1
7880,True,Gambler,1
7881,False,House,0
7882,False,House,0
7883,False,House,0
7884,False,House,0
7885,True,Gambler,1
7886,True,Gambler,1
7887,False,House,0
7888,True,Gambler,2
7889,False,House,0
7890,False,House,0
7891,True,Gambler,1
7892,True,Gambler,1
7893,False,House,0
7894,False,House,0
7895,True,Gambler,2
7896,False,House,0
7897,True,Gambler,1
7898,False,House,0
7899,True,Gambler,1
7900,True,Gambler,1
7901,True,Gambler,1
7902,True,Gambler,1
7903,True,Gambler,1
7904,True,Gambler,2
7905,True,Gambler,1
7906,False,House,0
7907,True,Gambler,1
7908,True,Gambler,1
7909,False,House,0
7910,True,Gambler,1
7911,False,House,0
7912,True,Gambler,1
7913,False,House,0
7914,True,Gambler,1
7915,False,House,0
7916,True,Gambler,1
7917,False,House,0
7918,False,House,0
7919,True,Gambler,3
7920,True,Gambler,3
7921,False,House,0
7922,False,House,0
7923,True,Gambler,1
7924,True,Gambler,1
7925,True,Gambler,1
7926,False,House,0
7927,False,House,0
7928,False,House,0
7929,False,House,0
7930,True,Gambler,1
7931,False,House,0
7932,False,House,0
7933,False,House,0
7934,False,House,0
7935,False,House,0
7936,True,Gambler,1
7937,False,House,0
7938,True,Gambler,1
7939,True,Gambler,1
7940,True,Gambler,1
7941,False,House,0
7942,False,House,0
7943,True,Gambler,1
7944,True,Gambler,1
7945,True,Gambler,1
7946,False,House,0
7947,True,Gambler,1
7948,False,House,0
7949,True,Gambler,1
7950,True,Gambler,1
7951,True,Gambler,1
7952,True,Gambler,1
7953,False,House,0
7954,False,House,0
7955,False,House,0
7956,True,Gambler,1
7957,False,House,0
7958,False,House,0
7959,False,House,0
7960,True,Gambler,1
7961,True,Gambler,1
7962,True,Gambler,1
7963,True,Gambler,2
7964,False,House,0
7965,True,Gambler,1
7966,False,House,0
7967,True,Gambler,1
7968,False,House,0
7969,False,House,0
7970,True,Gambler,1
7971,False,House,0
7972,False,House,0
7973,False,House,0
7974,False,House,0
7975,False,House,0
7976,False,House,0
7977,False,House,0
7978,False,House,0
7979,True,Gambler,1
7980,False,House,0
7981,False,House,0
7982,False,House,0
7983,False,House,0
7984,True,Gambler,2
7985,False,House,0
7986,True,Gambler,4
7987,True,Gambler,1
7988,False,House,0
7989,True,Gambler,1
7990,True,Gambler,1
7991,True,Gambler,1
7992,False,House,0
7993,False,House,0
7994,False,House,0
7995,False,House,0
7996,False,House,0
7997,True,Gambler,1
7998,False,House,0
7999,False,House,0
8000,False,House,0
8001,False,House,0
8002,False,House,0
8003,False,House,0
8004,True,Gambler,1
8005,True,Gambler,1
8006,True,Gambler,1
8007,True,Gambler,1
8008,False,House,0
8009,False,House,0
8010,True,Gambler,1
8011,True,Gambler,1
8012,True,Gambler,1
8013,True,Gambler,3
8014,True,Gambler,1
8015,False,House,0
8016,False,House,0
8017,False,House,0
8018,False,House,0
8019,False,House,0
8020,False,House,0
8021,True,Gambler,1
8022,False,House,0
8023,True,Gambler,3
8024,True,Gambler,1
8025,False,House,0
8026,False,House,0
8027,True,Gambler,1
8028,False,House,0
8029,False,House,0
8030,True,Gambler,3
8031,False,House,0
8032,False,House,0
8033,True,Gambler,2
8034,True,Gambler,1
8035,False,House,0
8036,True,Gambler,1
8037,False,House,0
8038,True,Gambler,1
8039,False,House,0
8040,True,Gambler,1
8041,False,House,0
8042,False,House,0
8043,False,House,0
8044,False,House,0
8045,True,Gambler,1
8046,True,Gambler,1
8047,False,House,0
8048,True,Gambler,2
8049,False,House,0
8050,True,Gambler,1
8051,False,House,0
8052,True,Gambler,1
8053,True,Gambler,1
8054,False,House,0
8055,False,House,0
8056,True,Gambler,1
8057,True,Gambler,1
8058,False,House,0
8059,False,House,0
8060,False,House,0
8061,True,Gambler,1
8062,True,Gambler,1
8063,False,House,0
8064,True,Gambler,1
8065,True,Gambler,1
8066,False,House,0
8067,False,House,0
8068,False,House,0
8069,True,Gambler,1
8070,True,Gambler,1
8071,True,Gambler,2
8072,False,House,0
8073,True,Gambler,2
8074,False,House,0
8075,False,House,0
8076,True,Gambler,1
8077,True,Gambler,1
8078,True,Gambler,2
8079,False,House,0
8080,False,House,0
8081,False,House,0
8082,False,House,0
8083,False,House,0
8084,False,House,0
8085,True,Gambler,1
8086,True,Gambler,3
8087,False,House,0
8088,False,House,0
8089,True,Gambler,1
8090,False,House,0
8091,True,Gambler,1
8092,True,Gambler,2
8093,True,Gambler,2
8094,False,House,0
8095,True,Gambler,1
8096,True,Gambler,2
8097,True,Gambler,1
8098,True,Gambler,2
8099,False,House,0
8100,True,Gambler,2
8101,False,House,0
8102,True,Gambler,1
8103,False,House,0
8104,True,Gambler,1
8105,False,House,0
8106,False,House,0
8107,True,Gambler,1
8108,False,House,0
8109,True,Gambler,1
8110,False,House,0
8111,False,House,0
8112,False,House,0
8113,True,Gambler,2
8114,True,Gambler,1
8115,True,Gambler,2
8116,True,Gambler,1
8117,True,Gambler,3
8118,False,House,0
8119,False,House,0
8120,False,House,0
8121,True,Gambler,1
8122,True,Gambler,2
8123,True,Gambler,3
8124,False,House,0
8125,True,Gambler,1
8126,False,House,0
8127,False,House,0
8128,True,Gambler,1
8129,True,Gambler,1
8130,True,Gambler,2
8131,False,House,0
8132,False,House,0
8133,False,House,0
8134,True,Gambler,1
8135,True,Gambler,1
8136,True,Gambler,1
8137,True,Gambler,1
8138,True,Gambler,1
8139,False,House,0
8140,True,Gambler,1
8141,False,House,0
8142,False,House,0
8143,False,House,0
8144,True,Gambler,3
8145,False,House,0
8146,True,Gambler,1
8147,False,House,0
8148,False,House,0
8149,True,Gambler,1
8150,True,Gambler,1
8151,True,Gambler,1
8152,False,House,0
8153,True,Gambler,1
8154,True,Gambler,1
8155,False,House,0
8156,True,Gambler,1
8157,True,Gambler,1
8158,True,Gambler,2
8159,True,Gambler,1
8160,False,House,0
8161,True,Gambler,1
8162,False,House,0
8163,True,Gambler,1
8164,False,House,0
8165,False,House,0
8166,False,House,0
8167,True,Gambler,1
8168,False,House,0
8169,False,House,0
8170,True,Gambler,1
8171,True,Gambler,1
8172,False,House,0
8173,False,House,0
8174,False,House,0
8175,True,Gambler,2
8176,False,House,0
8177,True,Gambler,1
8178,True,Gambler,1
8179,False,House,0
8180,False,House,0
8181,True,Gambler,1
8182,False,House,0
8183,False,House,0
8184,False,House,0
8185,False,House,0
8186,True,Gambler,1
8187,True,Gambler,3
8188,False,House,0
8189,False,House,0
8190,True,Gambler,1
8191,True,Gambler,2
8192,False,House,0
8193,False,House,0
8194,False,House,0
8195,True,Gambler,2
8196,True,Gambler,2
8197,True,Gambler,1
8198,False,House,0
8199,False,House,0
8200,False,House,0
8201,False,House,0
8202,True,Gambler,2
8203,True,Gambler,1
8204,False,House,0
8205,False,House,0
8206,False,House,0
8207,False,House,0
8208,True,Gambler,1
8209,False,House,0
8210,False,House,0
8211,True,Gambler,2
8212,False,House,0
8213,True,Gambler,1
8214,True,Gambler,1
8215,True,Gambler,2
8216,False,House,0
8217,False,House,0
8218,False,House,0
8219,False,House,0
8220,False,House,0
8221,False,House,0
8222,True,Gambler,3
8223,False,House,0
8224,False,House,0
8225,True,Gambler,2
8226,False,House,0
8227,False,House,0
8228,False,House,0
8229,True,Gambler,2
8230,True,Gambler,1
8231,True,Gambler,1
8232,True,Gambler,1
8233,False,House,0
8234,False,House,0
8235,True,Gambler,1
8236,True,Gambler,1
8237,False,House,0
8238,True,Gambler,1
8239,False,House,0
8240,True,Gambler,1
8241,True,Gambler,1
8242,False,House,0
8243,True,Gambler,1
8244,True,Gambler,2
8245,False,House,0
8246,True,Gambler,1
8247,True,Gambler,4
8248,True,Gambler,1
8249,False,House,0
8250,False,House,0
8251,True,Gambler,2
8252,False,House,0
8253,True,Gambler,1
8254,False,House,0
8255,False,House,0
8256,False,House,0
8257,True,Gambler,1
8258,False,House,0
8259,True,Gambler,1
8260,False,House,0
8261,True,Gambler,2
8262,True,Gambler,1
8263,False,House,0
8264,True,Gambler,2
8265,True,Gambler,2
8266,False,House,0
8267,False,House,0
8268,False,House,0
8269,True,Gambler,2
8270,True,Gambler,2
8271,True,Gambler,1
8272,False,House,0
8273,True,Gambler,1
8274,True,Gambler,1
8275,True,Gambler,1
8276,True,Gambler,2
8277,True,Gambler,1
8278,True,Gambler,2
8279,True,Gambler,1
8280,False,House,0
8281,False,House,0
8282,True,Gambler,1
8283,False,House,0
8284,False,House,0
8285,False,House,0
8286,True,Gambler,1
8287,False,House,0
8288,False,House,0
8289,False,House,0
8290,False,House,0
8291,False,House,0
8292,True,Gambler,2
8293,True,Gambler,2
8294,True,Gambler,1
8295,True,Gambler,1
8296,False,House,0
8297,False,House,0
8298,True,Gambler,1
8299,True,Gambler,1
8300,False,House,0
8301,False,House,0
8302,True,Gambler,1
8303,True,Gambler,2
8304,False,House,0
8305,False,House,0
8306,False,House,0
8307,True,Gambler,2
8308,True,Gambler,1
8309,False,House,0
8310,False,House,0
8311,False,House,0
8312,True,Gambler,1
8313,True,Gambler,1
8314,False,House,0
8315,True,Gambler,2
8316,False,House,0
8317,False,House,0
8318,True,Gambler,1
8319,True,Gambler,1
8320,False,House,0
8321,False,House,0
8322,False,House,0
8323,False,House,0
8324,True,Gambler,1
8325,True,Gambler,1
8326,True,Gambler,1
8327,True,Gambler,1
8328,True,Gambler,1
8329,True,Gambler,1
8330,True,Gambler,1
8331,True,Gambler,1
8332,False,House,0
8333,True,Gambler,1
8334,True,Gambler,1
8335,True,Gambler,1
8336,False,House,0
8337,False,House,0
8338,False,House,0
8339,True,Gambler,1
8340,True,Gambler,2
8341,False,House,0
8342,True,Gambler,1
8343,False,House,0
8344,False,House,0
8345,False,House,0
8346,True,Gambler,1
8347,False,House,0
8348,True,Gambler,2
8349,False,House,0
8350,True,Gambler,1
8351,True,Gambler,2
8352,False,House,0
8353,False,House,0
8354,True,Gambler,1
8355,True,Gambler,1
8356,False,House,0
8357,True,Gambler,2
8358,True,Gambler,2
8359,False,House,0
8360,False,House,0
8361,False,House,0
8362,False,House,0
8363,False,House,0
8364,True,Gambler,1
8365,True,Gambler,1
8366,True,Gambler,3
8367,True,Gambler,1
8368,True,Gambler,1
8369,False,House,0
8370,True,Gambler,1
8371,False,House,0
8372,False,House,0
8373,False,House,0
8374,True,Gambler,2
8375,False,House,0
8376,False,House,0
8377,False,House,0
8378,False,House,0
8379,False,House,0
8380,False,House,0
8381,True,Gambler,2
8382,False,House,0
8383,False,House,0
8384,False,House,0
8385,False,House,0
8386,True,Gambler,1
8387,False,House,0
8388,True,Gambler,2
8389,False,House,0
8390,False,House,0
8391,False,House,0
8392,True,Gambler,1
8393,False,House,0
8394,True,Gambler,1
8395,False,House,0
8396,False,House,0
8397,False,House,0
8398,True,Gambler,1
8399,True,Gambler,2
8400,True,Gambler,1
8401,True,Gambler,1
8402,False,House,0
8403,True,Gambler,2
8404,True,Gambler,3
8405,False,House,0
8406,True,Gambler,2
8407,True,Gambler,2
8408,False,House,0
8409,False,House,0
8410,True,Gambler,1
8411,True,Gambler,2
8412,True,Gambler,2
8413,True,Gambler,1
8414,False,House,0
8415,False,House,0
8416,True,Gambler,1
8417,False,House,0
8418,True,Gambler,1
8419,True,Gambler,1
8420,False,House,0
8421,True,Gambler,2
8422,True,Gambler,1
8423,False,House,0
8424,True,Gambler,1
8425,True,Gambler,1
8426,True,Gambler,4
8427,False,House,0
8428,True,Gambler,1
8429,True,Gambler,3
8430,False,House,0
8431,False,House,0
8432,False,House,0
8433,False,House,0
8434,True,Gambler,1
8435,True,Gambler,2
8436,False,House,0
8437,True,Gambler,1
8438,True,Gambler,2
8439,True,Gambler,2
8440,True,Gambler,2
8441,True,Gambler,1
8442,True,Gambler,1
8443,False,House,0
8444,False,House,0
8445,False,House,0
8446,True,Gambler,3
8447,False,House,0
8448,False,House,0
8449,True,Gambler,2
8450,False,House,0
8451,False,House,0
8452,True,Gambler,1
8453,False,House,0
8454,True,Gambler,1
8455,False,House,0
8456,False,House,0
8457,False,House,0
8458,False,House,0
8459,False,House,0
8460,True,Gambler,2
8461,False,House,0
8462,False,House,0
8463,False,House,0
8464,False,House,0
8465,False,House,0
8466,True,Gambler,1
8467,False,House,0
8468,True,Gambler,1
8469,False,House,0
8470,True,Gambler,1
8471,False,House,0
8472,False,House,0
8473,False,House,0
8474,True,Gambler,1
8475,False,House,0
8476,False,House,0
8477,False,House,0
8478,False,House,0
8479,True,Gambler,2
8480,True,Gambler,3
8481,False,House,0
8482,True,Gambler,1
8483,True,Gambler,1
8484,False,House,0
8485,False,House,0
8486,False,House,0
8487,False,House,0
8488,False,House,0
8489,True,Gambler,1
8490,True,Gambler,1
8491,True,Gambler,2
8492,False,House,0
8493,True,Gambler,2
8494,True,Gambler,1
8495,False,House,0
8496,False,House,0
8497,True,Gambler,1
8498,True,Gambler,1
8499,True,Gambler,1
8500,True,Gambler,1
8501,False,House,0
8502,False,House,0
8503,False,House,0
8504,True,Gambler,2
8505,True,Gambler,1
8506,False,House,0
8507,True,Gambler,1
8508,True,Gambler,1
8509,True,Gambler,1
8510,False,House,0
8511,False,House,0
8512,False,House,0
8513,False,House,0
8514,False,House,0
8515,True,Gambler,2
8516,False,House,0
8517,True,Gambler,2
8518,False,House,0
8519,False,House,0
8520,True,Gambler,1
8521,True,Gambler,1
8522,True,Gambler,2
8523,False,House,0
8524,True,Gambler,1
8525,False,House,0
8526,True,Gambler,3
8527,False,House,0
8528,False,House,0
8529,False,House,0
8530,True,Gambler,2
8531,False,House,0
8532,False,House,0
8533,False,House,0
8534,True,Gambler,1
8535,False,House,0
8536,True,Gambler,1
8537,True,Gambler,2
8538,True,Gambler,1
8539,True,Gambler,1
8540,True,Gambler,1
8541,True,Gambler,1
8542,False,House,0
8543,False,House,0
8544,False,House,0
8545,True,Gambler,1
8546,False,House,0
8547,True,Gambler,3
8548,False,House,0
8549,False,House,0
8550,False,House,0
8551,True,Gambler,2
8552,False,House,0
8553,False,House,0
8554,True,Gambler,1
8555,True,Gambler,1
8556,True,Gambler,1
8557,True,Gambler,2
8558,False,House,0
8559,False,House,0
8560,True,Gambler,1
8561,True,Gambler,1
8562,True,Gambler,1
8563,False,House,0
8564,True,Gambler,1
8565,True,Gambler,2
8566,False,House,0
8567,False,House,0
8568,False,House,0
8569,True,Gambler,2
8570,True,Gambler,3
8571,True,Gambler,1
8572,True,Gambler,1
8573,False,House,0
8574,True,Gambler,2
8575,False,House,0
8576,False,House,0
8577,False,House,0
8578,False,House,0
8579,False,House,0
8580,True,Gambler,1
8581,False,House,0
8582,False,House,0
8583,False,House,0
8584,False,House,0
8585,True,Gambler,1
8586,True,Gambler,2
8587,False,House,0
8588,True,Gambler,1
8589,False,House,0
8590,False,House,0
8591,True,Gambler,2
8592,True,Gambler,2
8593,False,House,0
8594,False,House,0
8595,False,House,0
8596,True,Gambler,1
8597,False,House,0
8598,True,Gambler,1
8599,False,House,0
8600,True,Gambler,1
8601,True,Gambler,1
8602,True,Gambler,1
8603,False,House,0
8604,False,House,0
8605,True,Gambler,1
8606,False,House,0
8607,True,Gambler,2
8608,True,Gambler,1
8609,False,House,0
8610,True,Gambler,1
8611,True,Gambler,1
8612,True,Gambler,2
8613,False,House,0
8614,True,Gambler,1
8615,False,House,0
8616,False,House,0
8617,True,Gambler,2
8618,True,Gambler,2
8619,True,Gambler,1
8620,True,Gambler,1
8621,False,House,0
8622,False,House,0
8623,False,House,0
8624,False,House,0
8625,False,House,0
8626,True,Gambler,1
8627,False,House,0
8628,False,House,0
8629,True,Gambler,1
8630,True,Gambler,1
8631,False,House,0
8632,False,House,0
8633,False,House,0
8634,True,Gambler,1
8635,False,House,0
8636,True,Gambler,1
8637,False,House,0
8638,False,House,0
8639,True,Gambler,2
8640,False,House,0
8641,False,House,0
8642,True,Gambler,1
8643,True,Gambler,1
8644,False,House,0
8645,False,House,0
8646,True,Gambler,1
8647,True,Gambler,2
8648,False,House,0
8649,True,Gambler,4
8650,True,Gambler,1
8651,True,Gambler,1
8652,False,House,0
8653,False,House,0
8654,False,House,0
8655,True,Gambler,1
8656,True,Gambler,1
8657,True,Gambler,1
8658,False,House,0
8659,False,House,0
8660,False,House,0
8661,False,House,0
8662,False,House,0
8663,False,House,0
8664,False,House,0
8665,True,Gambler,2
8666,True,Gambler,1
8667,False,House,0
8668,True,Gambler,2
8669,False,House,0
8670,False,House,0
8671,True,Gambler,1
8672,True,Gambler,2
8673,False,House,0
8674,False,House,0
8675,False,House,0
8676,True,Gambler,2
8677,False,House,0
8678,False,House,0
8679,False,House,0
8680,True,Gambler,1
8681,True,Gambler,2
8682,False,House,0
8683,True,Gambler,1
8684,False,House,0
8685,False,House,0
8686,False,House,0
8687,False,House,0
8688,True,Gambler,1
8689,True,Gambler,1
8690,False,House,0
8691,True,Gambler,1
8692,False,House,0
8693,True,Gambler,1
8694,False,House,0
8695,False,House,0
8696,True,Gambler,1
8697,True,Gambler,2
8698,True,Gambler,1
8699,False,House,0
8700,False,House,0
8701,True,Gambler,1
8702,True,Gambler,1
8703,True,Gambler,1
8704,False,House,0
8705,True,Gambler,1
8706,True,Gambler,1
8707,True,Gambler,1
8708,False,House,0
8709,False,House,0
8710,False,House,0
8711,False,House,0
8712,True,Gambler,1
8713,True,Gambler,2
8714,False,House,0
8715,True,Gambler,1
8716,True,Gambler,1
8717,True,Gambler,1
8718,True,Gambler,1
8719,False,House,0
8720,True,Gambler,1
8721,False,House,0
8722,False,House,0
8723,False,House,0
8724,True,Gambler,1
8725,False,House,0
8726,True,Gambler,1
8727,False,House,0
8728,True,Gambler,1
8729,False,House,0
8730,True,Gambler,2
8731,False,House,0
8732,False,House,0
8733,True,Gambler,1
8734,True,Gambler,2
8735,True,Gambler,1
8736,True,Gambler,1
8737,False,House,0
8738,False,House,0
8739,False,House,0
8740,True,Gambler,3
8741,True,Gambler,2
8742,False,House,0
8743,True,Gambler,1
8744,True,Gambler,1
8745,True,Gambler,3
8746,False,House,0
8747,True,Gambler,2
8748,True,Gambler,1
8749,False,House,0
8750,False,House,0
8751,True,Gambler,1
8752,False,House,0
8753,True,Gambler,2
8754,False,House,0
8755,True,Gambler,2
8756,False,House,0
8757,False,House,0
8758,False,House,0
8759,True,Gambler,2
8760,False,House,0
8761,False,House,0
8762,True,Gambler,2
8763,False,House,0
8764,False,House,0
8765,True,Gambler,1
8766,False,House,0
8767,False,House,0
8768,False,House,0
8769,False,House,0
8770,False,House,0
8771,False,House,0
8772,False,House,0
8773,False,House,0
8774,True,Gambler,1
8775,True,Gambler,1
8776,False,House,0
8777,False,House,0
8778,False,House,0
8779,False,House,0
8780,False,House,0
8781,True,Gambler,2
8782,True,Gambler,2
8783,False,House,0
8784,False,House,0
8785,True,Gambler,2
8786,False,House,0
8787,True,Gambler,1
8788,True,Gambler,1
8789,False,House,0
8790,True,Gambler,2
8791,True,Gambler,1
8792,False,House,0
8793,True,Gambler,1
8794,True,Gambler,1
8795,True,Gambler,1
8796,False,House,0
8797,True,Gambler,1
8798,False,House,0
8799,True,Gambler,1
8800,True,Gambler,1
8801,True,Gambler,2
8802,False,House,0
8803,False,House,0
8804,True,Gambler,1
8805,False,House,0
8806,True,Gambler,1
8807,True,Gambler,3
8808,True,Gambler,1
8809,False,House,0
8810,True,Gambler,1
8811,False,House,0
8812,True,Gambler,1
8813,False,House,0
8814,True,Gambler,1
8815,True,Gambler,2
8816,True,Gambler,2
8817,False,House,0
8818,False,House,0
8819,False,House,0
8820,True,Gambler,1
8821,False,House,0
8822,True,Gambler,1
8823,False,House,0
8824,False,House,0
8825,False,House,0
8826,False,House,0
8827,False,House,0
8828,False,House,0
8829,False,House,0
8830,False,House,0
8831,False,House,0
8832,True,Gambler,2
8833,True,Gambler,1
8834,False,House,0
8835,True,Gambler,1
8836,False,House,0
8837,False,House,0
8838,True,Gambler,2
8839,True,Gambler,1
8840,True,Gambler,1
8841,True,Gambler,1
8842,False,House,0
8843,True,Gambler,2
8844,True,Gambler,2
8845,False,House,0
8846,True,Gambler,1
8847,False,House,0
8848,True,Gambler,1
8849,True,Gambler,1
8850,False,House,0
8851,False,House,0
8852,False,House,0
8853,True,Gambler,1
8854,False,House,0
8855,False,House,0
8856,False,House,0
8857,True,Gambler,1
8858,False,House,0
8859,True,Gambler,1
8860,False,House,0
8861,False,House,0
8862,False,House,0
8863,False,House,0
8864,False,House,0
8865,True,Gambler,1
8866,False,House,0
8867,True,Gambler,2
8868,True,Gambler,1
8869,True,Gambler,1
8870,False,House,0
8871,False,House,0
8872,True,Gambler,1
8873,False,House,0
8874,False,House,0
8875,False,House,0
8876,False,House,0
8877,True,Gambler,1
8878,False,House,0
8879,True,Gambler,1
8880,False,House,0
8881,False,House,0
8882,False,House,0
8883,False,House,0
8884,True,Gambler,1
8885,True,Gambler,1
8886,True,Gambler,1
8887,False,House,0
8888,False,House,0
8889,False,House,0
8890,True,Gambler,2
8891,True,Gambler,2
8892,False,House,0
8893,True,Gambler,1
8894,False,House,0
8895,True,Gambler,1
8896,True,Gambler,3
8897,True,Gambler,1
